question_id,LGSM_Top1_Correct,LLM_Top1_Correct,Oracle_Sentence,Oracle_Question,Oracle_Answer,Oracle_Verified,LGSM_Sentence,LGSM_Question,LGSM_Answer,LGSM_Verified,LLMJudge_Sentence,LLMJudge_Question,LLMJudge_Answer,LLMJudge_Verified
ctx_validation_56,1,1,"For most of human history higher material living standards – full stomachs, access to clean water and warmth from fuel – led to better health and longer lives.",What did higher material living standards historically lead to regarding health and lifespan?,better health and longer lives,1,"For most of human history higher material living standards – full stomachs, access to clean water and warmth from fuel – led to better health and longer lives.",What did higher material living standards historically lead to for most people?,better health and longer lives,1,"This pattern of higher incomes-longer lives still holds among poorer countries, where life expectancy increases rapidly as per capita income increases, but in recent decades it has slowed down among middle income countries and plateaued among the richest thirty or so countries in the world.",How does life expectancy change with increasing per capita income across different income levels?,"increases rapidly among poorer countries, but in recent decades it has slowed down among middle income countries and plateaued among the richest thirty or so countries in the world.",1
ctx_validation_57,1,1,"In accordance with his father's wishes, Luther enrolled in law school at the same university that year but dropped out almost immediately, believing that law represented uncertainty.",What did Luther do after enrolling in law school?,dropped out almost immediately,1,"In accordance with his father's wishes, Luther enrolled in law school at the same university that year but dropped out almost immediately, believing that law represented uncertainty.",What did Luther do after enrolling in law school?,dropped out almost immediately,1,"In accordance with his father's wishes, Luther enrolled in law school at the same university that year but dropped out almost immediately, believing that law represented uncertainty.",What did Luther do after enrolling in law school?,dropped out almost immediately,1
ctx_validation_58,1,1,"He saw higher education as a vehicle of opportunity for the talented rather than an entitlement for the wealthy, so Conant devised programs to identify, recruit, and support talented youth.",How did James Bryant Conant view higher education?,As a vehicle of opportunity for the talented rather than an entitlement for the wealthy.,1,"He saw higher education as a vehicle of opportunity for the talented rather than an entitlement for the wealthy, so Conant devised programs to identify, recruit, and support talented youth.",How did James Bryant Conant view higher education?,As a vehicle of opportunity for the talented rather than an entitlement for the wealthy.,1,"James Bryant Conant (president, 1933–1953) reinvigorated creative scholarship to guarantee its preeminence among research institutions.",What did James Bryant Conant do to ensure the prominence of creative scholarship?,reinvigorated creative scholarship,1
ctx_validation_59,1,1,"On 23 June 2005, Rep. Joe Barton, chairman of the House Committee on Energy and Commerce wrote joint letters with Ed Whitfield, Chairman of the Subcommittee on Oversight and Investigations demanding full records on climate research, as well as personal information about their finances and careers, from Mann, Bradley and Hughes.","When did Rep. Joe Barton, chairman of the House Committee on Energy and Commerce, write joint letters with Ed Whitfield, Chairman of the Subcommittee on Oversight and Investigations?",23 June 2005,1,"On 23 June 2005, Rep. Joe Barton, chairman of the House Committee on Energy and Commerce wrote joint letters with Ed Whitfield, Chairman of the Subcommittee on Oversight and Investigations demanding full records on climate research, as well as personal information about their finances and careers, from Mann, Bradley and Hughes.",When did Rep. Joe Barton write joint letters with Ed Whitfield regarding demands for full records on climate research?,23 June 2005,1,"On 23 June 2005, Rep. Joe Barton, chairman of the House Committee on Energy and Commerce wrote joint letters with Ed Whitfield, Chairman of the Subcommittee on Oversight and Investigations demanding full records on climate research, as well as personal information about their finances and careers, from Mann, Bradley and Hughes.","When did Rep. Joe Barton, chairman of the House Committee on Energy and Commerce, write joint letters with Ed Whitfield, Chairman of the Subcommittee on Oversight and Investigations?",23 June 2005,1
ctx_validation_6,1,0,The principle behind vaccination (also called immunization) is to introduce an antigen from a pathogen in order to stimulate the immune system and develop specific immunity against that particular pathogen without causing disease associated with that organism.,What is the main purpose of vaccination?,to introduce an antigen from a pathogen in order to stimulate the immune system and develop specific immunity against that particular pathogen without causing disease associated with that organism,1,The principle behind vaccination (also called immunization) is to introduce an antigen from a pathogen in order to stimulate the immune system and develop specific immunity against that particular pathogen without causing disease associated with that organism.,What is the main purpose of vaccination?,to introduce an antigen from a pathogen in order to stimulate the immune system and develop specific immunity against that particular pathogen without causing disease associated with that organism,1,Long-term active memory is acquired following infection by activation of B and T cells.,What happens after long-term exposure to pathogens?,Activation of B and T cells leads to the acquisition of long-term active memory.,1
ctx_validation_60,1,1,"In 1958, a study recommended that the city of Jacksonville begin annexing outlying communities in order to create the needed tax base to improve services throughout the county.",In what year did a study recommend that the city of Jacksonville start annexing surrounding areas to increase its tax revenue for better public services across the entire county?,1958,1,"In 1958, a study recommended that the city of Jacksonville begin annexing outlying communities in order to create the needed tax base to improve services throughout the county.",In what year did a study recommend that the city of Jacksonville start incorporating surrounding areas to increase its tax revenue for better public services?,1958,1,"Much of the city's tax base dissipated, leading to problems with funding education, sanitation, and traffic control within the city limits.",What caused difficulties for residents in unincorporated suburbs regarding municipal services?,Residents in unincorporated suburbs had difficulty obtaining municipal services such as sewage and building code enforcement due to the lack of a tax base provided by the city of Jacksonville.,1
ctx_validation_61,1,1,"Genghis Khan, the title is spelled in variety of ways in different languages such as Mongolian Chinggis Khaan, English Chinghiz, Chinghis, and Chingiz, Chinese: 成吉思汗; pinyin: Chéngjísī Hán, Turkic: Cengiz Han, Çingiz Xan, Çingiz Han, Chingizxon, Çıñğız Xan, Chengez Khan, Chinggis Khan, Chinggis Xaan, Chingis Khan, Jenghis Khan, Chinggis Qan, Djingis Kahn, Russian: Чингисхан (Čingiskhan) or Чингиз-хан (Čingiz-khan), etc.",What are some variations of how Genghis Khan's title is spelled in various languages?,"Mongolian Chinggis Khaan, English Chinghiz, Chinghis, and Chingiz, Chinese: 成吉思汗; pinyin: Chéngjís",1,"Genghis Khan, the title is spelled in variety of ways in different languages such as Mongolian Chinggis Khaan, English Chinghiz, Chinghis, and Chingiz, Chinese: 成吉思汗; pinyin: Chéngjísī Hán, Turkic: Cengiz Han, Çingiz Xan, Çingiz Han, Chingizxon, Çıñğız Xan, Chengez Khan, Chinggis Khan, Chinggis Xaan, Chingis Khan, Jenghis Khan, Chinggis Qan, Djingis Kahn, Russian: Чингисхан (Čingiskhan) or Чингиз-хан (Čingiz-khan), etc.","What are some alternative spellings for the name ""Genghis Khan"" across various languages?","Chinggis Khaan, Chinghiz, Chinghis, Chingiz, 成吉思汗, 為成吉思汗, 成吉思汗, 成吉",1,"Genghis Khan, the title is spelled in variety of ways in different languages such as Mongolian Chinggis Khaan, English Chinghiz, Chinghis, and Chingiz, Chinese: 成吉思汗; pinyin: Chéngjísī Hán, Turkic: Cengiz Han, Çingiz Xan, Çingiz Han, Chingizxon, Çıñğız Xan, Chengez Khan, Chinggis Khan, Chinggis Xaan, Chingis Khan, Jenghis Khan, Chinggis Qan, Djingis Kahn, Russian: Чингисхан (Čingiskhan) or Чингиз-хан (Čingiz-khan), etc.",What are some variations of how Genghis Khan's title is spelled in various languages?,"Mongolian Chinggis Khaan, English Chinghiz, Chinghis, and Chingiz, Chinese: 成吉思汗; pinyin: Chéngjís",1
ctx_validation_62,1,1,"About the time of the first landing in 1969, it was decided to use an existing Saturn V to launch the Skylab orbital laboratory pre-built on the ground, replacing the original plan to construct it in orbit from several Saturn IB launches; this eliminated Apollo 20.",What significant change occurred regarding the construction method of Skylab?,The Skylab orbital laboratory was constructed on the ground before being launched using an existing Saturn V rocket instead of being built in orbit from multiple Saturn IB launches.,1,"About the time of the first landing in 1969, it was decided to use an existing Saturn V to launch the Skylab orbital laboratory pre-built on the ground, replacing the original plan to construct it in orbit from several Saturn IB launches; this eliminated Apollo 20.",What significant change occurred regarding the construction method of Skylab?,The Skylab orbital laboratory was constructed on the ground before being launched using an existing Saturn V rocket instead of being built in orbit from multiple Saturn IB launches.,1,"About the time of the first landing in 1969, it was decided to use an existing Saturn V to launch the Skylab orbital laboratory pre-built on the ground, replacing the original plan to construct it in orbit from several Saturn IB launches; this eliminated Apollo 20.",What significant change occurred regarding the construction method of Skylab?,The Skylab orbital laboratory was constructed on the ground before being launched using an existing Saturn V rocket instead of being built in orbit from multiple Saturn IB launches.,1
ctx_validation_63,1,1,"Notable faculty in physics have included the speed of light calculator A. A. Michelson, elementary charge calculator Robert A. Millikan, discoverer of the Compton Effect Arthur H. Compton, the creator of the first nuclear reactor Enrico Fermi, ""the father of the hydrogen bomb"" Edward Teller, ""one of the most brilliant and productive experimental physicists of the twentieth century"" Luis Walter Alvarez, Murray Gell-Mann who introduced the quark, second female Nobel laureate Maria Goeppert-Mayer, the youngest American winner of the Nobel Prize Tsung-Dao Lee, and astrophysicist Subrahmanyan Chandrasekhar.",Who has been noted as having contributed significantly to the field of physics?,"A. A. Michelson, Robert A. Millikan, Arthur H. Compton, Enrico Fermi, Edward Teller, Luis Walter Alvarez, Murray Gell-Mann, Tsung",1,"Notable faculty in physics have included the speed of light calculator A. A. Michelson, elementary charge calculator Robert A. Millikan, discoverer of the Compton Effect Arthur H. Compton, the creator of the first nuclear reactor Enrico Fermi, ""the father of the hydrogen bomb"" Edward Teller, ""one of the most brilliant and productive experimental physicists of the twentieth century"" Luis Walter Alvarez, Murray Gell-Mann who introduced the quark, second female Nobel laureate Maria Goeppert-Mayer, the youngest American winner of the Nobel Prize Tsung-Dao Lee, and astrophysicist Subrahmanyan Chandrasekhar.",Who has been noted as notable faculty in physics?,"A. A. Michelson, Robert A. Millikan, Arthur H. Compton, Enrico Fermi, Edward Teller, Luis Walter Alvarez, Murray Gell-Mann, Tsung",1,"Notable faculty in physics have included the speed of light calculator A. A. Michelson, elementary charge calculator Robert A. Millikan, discoverer of the Compton Effect Arthur H. Compton, the creator of the first nuclear reactor Enrico Fermi, ""the father of the hydrogen bomb"" Edward Teller, ""one of the most brilliant and productive experimental physicists of the twentieth century"" Luis Walter Alvarez, Murray Gell-Mann who introduced the quark, second female Nobel laureate Maria Goeppert-Mayer, the youngest American winner of the Nobel Prize Tsung-Dao Lee, and astrophysicist Subrahmanyan Chandrasekhar.",Who has been noted for their contributions to physics?,"A. A. Michelson, Robert A. Millikan, Arthur H. Compton, Enrico Fermi, Edward Teller, Luis Walter Alvarez, Murray Gell-Mann, Tsung",1
ctx_validation_64,1,1,Luther devised the catechism as a method of imparting the basics of Christianity to the congregations.,What did Martin Luther create as a tool for teaching basic Christian beliefs to his congregation?,catechism,1,Luther devised the catechism as a method of imparting the basics of Christianity to the congregations.,What did Martin Luther create as a means to teach basic Christian beliefs to church members?,catechism,1,Luther devised the catechism as a method of imparting the basics of Christianity to the congregations.,What did Martin Luther create as a means to teach fundamental Christian beliefs to church members?,catechism,1
ctx_validation_65,1,1,"In contrast, during wake periods differentiated effector cells, such as cytotoxic natural killer cells and CTLs (cytotoxic T lymphocytes), peak in order to elicit an effective response against any intruding pathogens.",What happens during wake periods with respect to certain types of immune cells?,"During wake periods, differentiated effector cells like cytotoxic natural killer cells and CTLs peak to elicit an effective response against any intruding pathogens.",1,"In contrast, during wake periods differentiated effector cells, such as cytotoxic natural killer cells and CTLs (cytotoxic T lymphocytes), peak in order to elicit an effective response against any intruding pathogens.",What happens during wake periods with respect to certain immune cells?,"During wake periods, certain immune cells like cytotoxic natural killer cells and CTLs peak to elicit an effective response against any intruding pathogens.",1,"In contrast, during wake periods differentiated effector cells, such as cytotoxic natural killer cells and CTLs (cytotoxic T lymphocytes), peak in order to elicit an effective response against any intruding pathogens.",What happens during wake periods that leads to the peak activity of certain immune cells?,"During wake periods, certain immune cells like cytotoxic natural killer cells and CTLs peak to elicit an effective response against intruding pathogens.",1
ctx_validation_66,1,1,"The neighborhood of Sunnyside is on Fresno's far southeast side, bounded by Chestnut Avenue to the West.",Where is the neighborhood of Sunnyside located relative to Fresno?,Sunnyside is on Fresno's far southeast side.,1,"The neighborhood of Sunnyside is on Fresno's far southeast side, bounded by Chestnut Avenue to the West.",Where is the neighborhood of Sunnyside located relative to Fresno?,Sunnyside is on Fresno's far southeast side.,1,"The neighborhood of Sunnyside is on Fresno's far southeast side, bounded by Chestnut Avenue to the West.",Where is the neighborhood of Sunnyside located relative to Fresno?,Sunnyside is on Fresno's far southeast side.,1
ctx_validation_67,1,0,"The Alta Vista Tract, as the land would become known, was mapped by William Stranahan for the Pacific Improvement Corporation, and was officially platted in 1911.",When did the Alta Vista Tract receive official documentation?,1911,1,"The Alta Vista Tract, as the land would become known, was mapped by William Stranahan for the Pacific Improvement Corporation, and was officially platted in 1911.",When did the Alta Vista Tract receive official recognition through mapping and plating?,circa 1910,0,Homes from the early 20th century line this boulevard in the heart of the historic Alta Vista Tract.,What type of buildings can be found lining the boulevard in the heart of the historic Alta Vista Tract?,"large, stately homes",1
ctx_validation_68,1,1,"In July 2015 Obama visited Kenya, as the first American president to visit the country while in office.",When did U.S. President Barack Obama visit Kenya?,July 2015,1,"In July 2015 Obama visited Kenya, as the first American president to visit the country while in office.",When did Barack Obama become the first U.S. president to visit Kenya?,July 2015,1,"With International Criminal Court trial dates in 2013 for both President Kenyatta and Deputy President William Ruto related to the 2007 election aftermath, US President Barack Obama chose not to visit the country during his mid-2013 African trip.",What event prompted US President Barack Obama's decision not to visit Kenya during his mid-2013 African trip?,The 2007 election aftermath,1
ctx_validation_69,1,1,"In 1893, George Westinghouse won the bid to light the 1893 World's Columbian Exposition in Chicago with alternating current, beating out a General Electric bid by one million dollars.",When did George Westinghouse win the bid to light the 1893 World's Columbian Exposition in Chicago?,1893,1,"In 1893, George Westinghouse won the bid to light the 1893 World's Columbian Exposition in Chicago with alternating current, beating out a General Electric bid by one million dollars.",When did George Westinghouse win the bid to light the 1893 World's Columbian Exposition in Chicago?,1893,1,"In 1893, George Westinghouse won the bid to light the 1893 World's Columbian Exposition in Chicago with alternating current, beating out a General Electric bid by one million dollars.",When did George Westinghouse win the bid to light the 1893 World's Columbian Exposition in Chicago?,1893,1
ctx_validation_7,1,1,"As of August 2010, Victoria had 1,548 public schools, 489 Catholic schools and 214 independent schools.",How many public schools did Victoria have as of August 2010?,"1,548",1,"As of August 2010, Victoria had 1,548 public schools, 489 Catholic schools and 214 independent schools.",How many public schools did Victoria have as of August 2010?,"1,548",1,Over 61 per cent of private students attend Catholic schools.,What percentage of private students in Victoria attend Catholic schools?,61%,1
ctx_validation_70,1,1,"Petrologists can also use fluid inclusion data and perform high temperature and pressure physical experiments to understand the temperatures and pressures at which different mineral phases appear, and how they change through igneous and metamorphic processes.",What methods do petrologists employ to study the formation and changes in minerals during geological processes?,"Petrologists use fluid inclusion data and perform high temperature and pressure physical experiments to understand the temperatures and pressures at which different mineral phases appear, and how they change through igneous and metamorphic processes",1,"Petrologists can also use fluid inclusion data and perform high temperature and pressure physical experiments to understand the temperatures and pressures at which different mineral phases appear, and how they change through igneous and metamorphic processes.",What methods do petrologists employ to study the geological processes involving minerals?,"Petrologists use fluid inclusion data and perform high temperature and pressure physical experiments to understand the temperatures and pressures at which different mineral phases appear, and how they change through igneous and metamorphic processes",1,"Petrologists can also use fluid inclusion data and perform high temperature and pressure physical experiments to understand the temperatures and pressures at which different mineral phases appear, and how they change through igneous and metamorphic processes.",What methods do petrologists employ to study the formation and transformation of minerals during geological processes?,"Petrologists use fluid inclusion data and perform high temperature and pressure physical experiments to understand the temperatures and pressures at which different mineral phases appear, and how they change through igneous and metamorphic processes",1
ctx_validation_71,1,1,"Martin Luther was born to Hans Luder (or Ludher, later Luther) and his wife Margarethe (née Lindemann) on 10 November 1483 in Eisleben, Saxony, then part of the Holy Roman Empire.",When did Martin Luther get born?,10 November 1483,1,"Martin Luther was born to Hans Luder (or Ludher, later Luther) and his wife Margarethe (née Lindemann) on 10 November 1483 in Eisleben, Saxony, then part of the Holy Roman Empire.",When did Martin Luther get born?,10 November 1483,1,"Martin Luther was born to Hans Luder (or Ludher, later Luther) and his wife Margarethe (née Lindemann) on 10 November 1483 in Eisleben, Saxony, then part of the Holy Roman Empire.",When did Martin Luther get born?,10 November 1483,1
ctx_validation_72,1,1,"In July 1968, ABC Radio launched a special programming project for its FM stations, which was spearheaded by Allen Shaw, a former program manager at WCFL in Chicago who was approached by ABC Radio president Harold L. Neal to develop a format to compete with the new progressive rock and DJ-helmed stations.",When did ABC Radio launch its special programming project for its FM stations?,July 1968,1,"In July 1968, ABC Radio launched a special programming project for its FM stations, which was spearheaded by Allen Shaw, a former program manager at WCFL in Chicago who was approached by ABC Radio president Harold L. Neal to develop a format to compete with the new progressive rock and DJ-helmed stations.",When did ABC Radio launch its special programming project for its FM stations?,July 1968,1,"In July 1968, ABC Radio launched a special programming project for its FM stations, which was spearheaded by Allen Shaw, a former program manager at WCFL in Chicago who was approached by ABC Radio president Harold L. Neal to develop a format to compete with the new progressive rock and DJ-helmed stations.",When did ABC Radio launch its special programming project for its FM stations?,July 1968,1
ctx_validation_73,1,1,"In Afghanistan, the mujahideen's victory against the Soviet Union in the 1980s did not lead to justice and prosperity, due to a vicious and destructive civil war between political and tribal warlords, making Afghanistan one of the poorest countries on earth.",What was the consequence of the mujahideen's victory against the Soviet Union in Afghanistan in the 1980s?,"a vicious and destructive civil war between political and tribal warlords, making Afghanistan one of the poorest countries on earth",1,"In Afghanistan, the mujahideen's victory against the Soviet Union in the 1980s did not lead to justice and prosperity, due to a vicious and destructive civil war between political and tribal warlords, making Afghanistan one of the poorest countries on earth.",What was the consequence of the mujahideen's victory against the Soviet Union in the 1980s for Afghanistan?,"vicious and destructive civil war between political and tribal warlords, making Afghanistan one of the poorest countries on earth",1,"In Afghanistan, the mujahideen's victory against the Soviet Union in the 1980s did not lead to justice and prosperity, due to a vicious and destructive civil war between political and tribal warlords, making Afghanistan one of the poorest countries on earth.",What was the consequence of the mujahideen's victory against the Soviet Union in Afghanistan in the 1980s?,"a vicious and destructive civil war between political and tribal warlords, making Afghanistan one of the poorest countries on earth",1
ctx_validation_74,1,1,"While experimenting with mechanical oscillators at his Houston Street lab, Tesla allegedly generated a resonance of several buildings.",What did Tesla reportedly create during his experiments with mechanical oscillators at his Houston Street laboratory?,Tesla invented a steam-powered mechanical oscillator - Tesla's oscillator.,1,"While experimenting with mechanical oscillators at his Houston Street lab, Tesla allegedly generated a resonance of several buildings.",What did Tesla claim he achieved during his experiments with mechanical oscillators at his Houston Street laboratory?,Generated a resonance of several buildings,1,Tesla invented a steam-powered mechanical oscillator—Tesla's oscillator.,What did Nikola Tesla invent during his experiments?,a steam-powered mechanical oscillator,1
ctx_validation_75,0,1,"The largest share of Kenya's electricity supply comes from hydroelectric stations at dams along the upper Tana River, as well as the Turkwel Gorge Dam in the west.",What percentage of Kenya's electricity supply is provided by hydroelectric stations?,85%,0,"Kenya's installed capacity stood at 1,142 megawatts between 2001 and 2003.",What was Kenya's installed capacity during the years 2001 to 2003?,"1,142 megawatts",1,"The largest share of Kenya's electricity supply comes from hydroelectric stations at dams along the upper Tana River, as well as the Turkwel Gorge Dam in the west.",What percentage of Kenya's electricity supply is provided by hydroelectric stations?,85%,0
ctx_validation_76,1,0,"After 1971, OPEC was slow to readjust prices to reflect this depreciation.",What happened after 1971 regarding OPEC's adjustment of oil prices?,OPEC was slow to readjust prices to reflect this depreciation.,1,"After 1971, OPEC was slow to readjust prices to reflect this depreciation.",What happened after 1971 regarding OPEC's adjustment of oil prices?,OPEC was slow to readjust prices to reflect this depreciation.,1,"This contributed to the ""Oil Shock"".","What caused the ""Oil Shock"" mentioned in the context?",The substantial price increases of 1973-1974 largely returned their prices and corresponding incomes to Bretton Woods levels in terms of commodities such as gold.,1
ctx_validation_77,1,1,"The phrase ""Hiding behind (or 'watching from behind') the sofa"" entered British pop culture, signifying in humour the stereotypical early-series behaviour of children who wanted to avoid seeing frightening parts of a television programme while remaining in the room to watch the remainder of it.","What did the phrase ""Hiding behind (or 'watching from behind') the sofa"" signify humorously in relation to children watching Doctor Who?",signifying in humour the stereotypical early-series behaviour of children who wanted to avoid seeing frightening parts of a television programme while remaining in the room to watch the remainder of it,1,"The phrase ""Hiding behind (or 'watching from behind') the sofa"" entered British pop culture, signifying in humour the stereotypical early-series behaviour of children who wanted to avoid seeing frightening parts of a television programme while remaining in the room to watch the remainder of it.","What did the phrase ""Hiding behind (or 'watching from behind') the sofa"" signify humorously about children's behavior during early episodes of Doctor Who?",stereotypical early-series behaviour of children who wanted to avoid seeing frightening parts of a television programme while remaining in the room to watch the remainder of it,1,"The phrase ""Hiding behind (or 'watching from behind') the sofa"" entered British pop culture, signifying in humour the stereotypical early-series behaviour of children who wanted to avoid seeing frightening parts of a television programme while remaining in the room to watch the remainder of it.","What did the phrase ""Hiding behind (or 'watching from behind') the sofa"" originally signify in British pop culture?",stereotypical early-series behaviour of children who wanted to avoid seeing frightening parts of a television programme while remaining in the room to watch the remainder of it,1
ctx_validation_78,1,1,"The most authoritative account at the time came from the medical faculty in Paris in a report to the king of France that blamed the heavens, in the form of a conjunction of three planets in 1345 that caused a ""great pestilence in the air"".","What did the medical faculty in Paris blame for causing the ""great pestilence in the air"" in 1345?",heavens,1,"The most authoritative account at the time came from the medical faculty in Paris in a report to the king of France that blamed the heavens, in the form of a conjunction of three planets in 1345 that caused a ""great pestilence in the air"".","What did the report blame for causing the ""great pestilence in the air"" in 1345?",heavens,1,"The most authoritative account at the time came from the medical faculty in Paris in a report to the king of France that blamed the heavens, in the form of a conjunction of three planets in 1345 that caused a ""great pestilence in the air"".",What did the medical faculty in Paris blame for causing the Great Pestilence in 1345?,"the heavens, in the form of a conjunction of three planets",1
ctx_validation_79,1,1,"To make new legislation, TFEU article 294 defines the ""ordinary legislative procedure"" that applies for most EU acts.",What does TFEU article 294 specify regarding the process for making new EU laws?,"The ordinary legislative procedure for most EU acts involves three readings: a Commission proposal, followed by a Parliament vote requiring a majority of all MEPs (not just those present), and a Council vote requiring a",1,"To make new legislation, TFEU article 294 defines the ""ordinary legislative procedure"" that applies for most EU acts.",What does TFEU article 294 define?,The ordinary legislative procedure for most EU acts,1,"To make new legislation, TFEU article 294 defines the ""ordinary legislative procedure"" that applies for most EU acts.",What does TFEU article 294 define?,The ordinary legislative procedure for most EU acts,1
ctx_validation_8,1,1,"Between 1402 and 1405, the expedition led by the Norman noble Jean de Bethencourt and the Poitevine Gadifer de la Salle conquered the Canarian islands of Lanzarote, Fuerteventura and El Hierro off the Atlantic coast of Africa.",When did the expedition led by Jean de Bethencourt and Gadifer de la Salle conquer the Canarian islands?,Between 1402 and 1405,1,"Between 1402 and 1405, the expedition led by the Norman noble Jean de Bethencourt and the Poitevine Gadifer de la Salle conquered the Canarian islands of Lanzarote, Fuerteventura and El Hierro off the Atlantic coast of Africa.",In which year did Jean de Bethencourt and Gadifer de la Salle lead an expedition that conquered the Canary Islands?,1402-1405,0,"Between 1402 and 1405, the expedition led by the Norman noble Jean de Bethencourt and the Poitevine Gadifer de la Salle conquered the Canarian islands of Lanzarote, Fuerteventura and El Hierro off the Atlantic coast of Africa.",When did the expedition led by Jean de Bethencourt and Gadifer de la Salle conquer the Canarian islands?,Between 1402 and 1405,1
ctx_validation_80,1,1,"Notable alumni in the field of government and politics include the founder of modern community organizing Saul Alinsky, Obama campaign advisor and top political advisor to President Bill Clinton David Axelrod, Attorney General and federal judge Robert Bork, Attorney General Ramsey Clark, Prohibition agent Eliot Ness, Supreme Court Justice John Paul Stevens, Prime Minister of Canada William Lyon Mackenzie King, 11th Prime Minister of Poland Marek Belka, Governor of the Bank of Japan Masaaki Shirakawa, the first female African-American Senator Carol Moseley Braun, United States Senator from Vermont and 2016 Democratic Presidential Candidate Bernie Sanders, and former World Bank President Paul Wolfowitz.",Who are some notable alumni in the field of government and politics mentioned in the given list?,"Saul Alinsky, David Axelrod, Robert Bork, Ramsey Clark, John Paul Stevens, William Lyon Mackenzie King, Marek Belka, Masaaki Shirakawa, Carol M",1,"Notable alumni in the field of government and politics include the founder of modern community organizing Saul Alinsky, Obama campaign advisor and top political advisor to President Bill Clinton David Axelrod, Attorney General and federal judge Robert Bork, Attorney General Ramsey Clark, Prohibition agent Eliot Ness, Supreme Court Justice John Paul Stevens, Prime Minister of Canada William Lyon Mackenzie King, 11th Prime Minister of Poland Marek Belka, Governor of the Bank of Japan Masaaki Shirakawa, the first female African-American Senator Carol Moseley Braun, United States Senator from Vermont and 2016 Democratic Presidential Candidate Bernie Sanders, and former World Bank President Paul Wolfowitz.",Who are notable alumni in the field of government and politics?,"Saul Alinsky, David Axelrod, Robert Bork, Ramsey Clark, John Paul Stevens, William Lyon Mackenzie King, Marek Belka, Masaaki Shirakawa, Carol M",1,"Notable alumni in the field of government and politics include the founder of modern community organizing Saul Alinsky, Obama campaign advisor and top political advisor to President Bill Clinton David Axelrod, Attorney General and federal judge Robert Bork, Attorney General Ramsey Clark, Prohibition agent Eliot Ness, Supreme Court Justice John Paul Stevens, Prime Minister of Canada William Lyon Mackenzie King, 11th Prime Minister of Poland Marek Belka, Governor of the Bank of Japan Masaaki Shirakawa, the first female African-American Senator Carol Moseley Braun, United States Senator from Vermont and 2016 Democratic Presidential Candidate Bernie Sanders, and former World Bank President Paul Wolfowitz.",Who are notable alumni in the field of government and politics?,"Saul Alinsky, David Axelrod, Robert Bork, Ramsey Clark, John Paul Stevens, William Lyon Mackenzie King, Marek Belka, Masaaki Shirakawa, Carol M",1
ctx_validation_81,1,1,"Tesla's theories on the possibility of the transmission by radio waves go back as far as lectures and demonstrations in 1893 in St. Louis, Missouri, the Franklin Institute in Philadelphia, Pennsylvania, and the National Electric Light Association.",In which cities did Tesla conduct his lectures and demonstrations related to the transmission of radio waves in 1893?,"St. Louis, Missouri, the Franklin Institute in Philadelphia, Pennsylvania, and the National Electric Light Association",1,"Tesla's theories on the possibility of the transmission by radio waves go back as far as lectures and demonstrations in 1893 in St. Louis, Missouri, the Franklin Institute in Philadelphia, Pennsylvania, and the National Electric Light Association.",In which cities did Tesla conduct his lectures and demonstrations related to the transmission of radio waves in 1893?,"St. Louis, Missouri, the Franklin Institute in Philadelphia, Pennsylvania, and the National Electric Light Association",1,"Tesla's theories on the possibility of the transmission by radio waves go back as far as lectures and demonstrations in 1893 in St. Louis, Missouri, the Franklin Institute in Philadelphia, Pennsylvania, and the National Electric Light Association.",When did Tesla present his ideas about radio wave transmission?,in 1893,1
ctx_validation_82,1,1,"In addition, there are $2 million worth of other ancillary events, including a week-long event at the Santa Clara Convention Center, a beer, wine and food festival at Bellomy Field at Santa Clara University, and a pep rally.",What additional expenses or events are mentioned besides the main event?,"Week-long event at the Santa Clara Convention Center, a beer, wine and food festival at Bellomy Field at Santa Clara University, and a pep rally.",1,"In addition, there are $2 million worth of other ancillary events, including a week-long event at the Santa Clara Convention Center, a beer, wine and food festival at Bellomy Field at Santa Clara University, and a pep rally.",What additional events are mentioned besides the professional fundraiser?,"Week-long event at the Santa Clara Convention Center, a beer, wine and food festival at Bellomy Field at Santa Clara University, and a pep rally.",1,"In addition, there are $2 million worth of other ancillary events, including a week-long event at the Santa Clara Convention Center, a beer, wine and food festival at Bellomy Field at Santa Clara University, and a pep rally.",What additional expenses or events are mentioned besides the main event?,"Week-long event at the Santa Clara Convention Center, a beer, wine and food festival at Bellomy Field at Santa Clara University, and a pep rally.",1
ctx_validation_83,1,1,"In his extensively detailed report, Céloron wrote, ""All I can say is that the Natives of these localities are very badly disposed towards the French, and are entirely devoted to the English.",What did Céloron express about the Native Americans' attitude towards the French?,very badly disposed,1,"In his extensively detailed report, Céloron wrote, ""All I can say is that the Natives of these localities are very badly disposed towards the French, and are entirely devoted to the English.",What did Céloron express about the Native Americans' attitudes towards the French?,Céloron expressed that the Natives of these localities are very badly disposed towards the French and are entirely devoted to the English.,1,"In his extensively detailed report, Céloron wrote, ""All I can say is that the Natives of these localities are very badly disposed towards the French, and are entirely devoted to the English.",What did Céloron express about the Native Americans' attitude towards the French?,very badly disposed,1
